
=== BACKTEST RESULTS ===
Period:          2025-02-09 to 2026-02-07 (362 days)
Initial Equity:  $10000.00
Final Equity:    $2128988.11
Net PnL:         $2118988.11 (21189.88%)
Gross PnL:       $3583738.79

Total Trades:    3864
Winning Trades:  1820
Losing Trades:   2044
Win Rate:        47.10%
Profit Factor:   1.23
Avg PnL/Trade:   $548.39

Max Drawdown:    53.65%
Sharpe Ratio:    3.61
========================

=== SYMBOL STATISTICS ===
Symbol     Trades   Win Rate PnL        Avg PnL      Profit Factor
----------------------------------------------
BNB/USDT   981      45.7    % $195151.54   $198.93      1.24
BTC/USDT   451      47.2    % $32703.82    $72.51       1.28
ETH/USDT   1255     46.9    % $711112.07   $566.62      1.15
SOL/USDT   1177     48.4    % $1180020.68  $1002.57     1.32

=== MONTHLY RETURNS ===
Month        PnL          Trades    
BNB/USDT   LONG   2025-08-02   $751.75    $744.23      74.3237    $-614.18     stop_loss
BNB/USDT   LONG   2025-08-02   $734.93    $749.63      75.2644    $1050.14     take_profit
BNB/USDT   LONG   2025-08-03   $753.03    $768.09      74.9245    $1071.14     take_profit
BNB/USDT   LONG   2025-08-05   $756.92    $749.35      76.0302    $-632.60     stop_loss
BNB/USDT   LONG   2025-08-05   $746.59    $761.52      76.3113    $1081.64     take_profit
BNB/USDT   LONG   2025-08-06   $761.57    $776.80      76.3065    $1103.27     take_profit
BNB/USDT   LONG   2025-08-07   $776.74    $768.97      76.3125    $-651.58     stop_loss
BNB/USDT   LONG   2025-08-08   $784.23    $799.91      74.8279    $1114.08     take_profit
BNB/USDT   LONG   2025-08-09   $801.26    $817.29      74.7022    $1136.36     take_profit
BNB/USDT   LONG   2025-08-09   $811.31    $803.20      75.2524    $-671.13     stop_loss
BNB/USDT   LONG   2025-08-09   $800.99    $817.01      75.4597    $1147.50     take_profit
BNB/USDT   LONG   2025-08-11   $817.32    $809.15      75.4311    $-677.70     stop_loss
BNB/USDT   LONG   2025-08-11   $811.24    $803.13      75.2365    $-670.93     stop_loss
BNB/USDT   LONG   2025-08-11   $793.40    $809.27      76.1589    $1147.16     take_profit
BNB/USDT   LONG   2025-08-11   $804.40    $820.49      76.6198    $1170.10     take_profit
BNB/USDT   LONG   2025-08-12   $820.68    $837.09      76.6019    $1193.50     take_profit
BNB/USDT   LONG   2025-08-12   $832.60    $849.25      77.0153    $1217.37     take_profit

BNB/USDT   LONG   2025-08-13   $852.67    $844.14      76.7066    $-718.97     stop_loss
BNB/USDT   LONG   2025-08-13   $843.80    $860.68      76.7378    $1229.30     take_profit
BNB/USDT   LONG   2025-08-14   $859.89    $851.29      76.8079    $-726.01     stop_loss
BNB/USDT   LONG   2025-08-14   $838.10    $829.72      78.0168    $-718.75     stop_loss
BNB/USDT   LONG   2025-08-14   $822.12    $838.56      78.7379    $1228.94     take_profit
BNB/USDT   LONG   2025-08-14   $842.68    $834.25      78.3532    $-725.80     stop_loss
BNB/USDT   LONG   2025-08-14   $832.00    $848.64      78.5654    $1240.98     take_profit
BNB/USDT   LONG   2025-08-15   $848.93    $840.44      78.5386    $-732.91     stop_loss
BNB/USDT   LONG   2025-08-15   $841.44    $833.03      78.4453    $-725.58     stop_loss
BNB/USDT   LONG   2025-08-15   $832.12    $823.80      78.5307    $-718.33     stop_loss
BNB/USDT   LONG   2025-08-15   $816.36    $832.69      79.2463    $1228.21     take_profit
BNB/USDT   LONG   2025-08-16   $826.08    $842.60      79.8801    $1252.77     take_profit
BNB/USDT   LONG   2025-08-17   $843.26    $860.13      79.8177    $1277.83     take_profit
BNB/USDT   LONG   2025-08-18   $852.75    $844.22      80.5080    $-754.67     stop_loss
BNB/USDT   LONG   2025-08-18   $839.95    $831.55      80.9175    $-747.12     stop_loss
BNB/USDT   LONG   2025-08-18   $829.90    $846.50      81.0785    $1277.44     take_profit
BNB/USDT   LONG   2025-08-18   $851.39    $842.88      80.6126    $-754.45     stop_loss
BNB/USDT   LONG   2025-08-19   $846.48    $838.02      80.2694    $-746.90     stop_loss
BNB/USDT   LONG   2025-08-19   $838.93    $830.54      80.1819    $-739.43     stop_loss
BNB/USDT   LONG   2025-08-19   $832.41    $824.09      80.0018    $-732.04     stop_loss

BNB/USDT   LONG   2025-08-19   $824.11    $840.59      79.9995    $1251.65     take_profit
BNB/USDT   LONG   2025-08-20   $840.23    $857.03      80.0340    $1276.68     take_profit
BNB/USDT   LONG   2025-08-20   $861.81    $879.05      79.5905    $1302.22     take_profit
BNB/USDT   LONG   2025-08-20   $876.43    $867.67      79.8281    $-769.08     stop_loss
BNB/USDT   LONG   2025-08-21   $872.34    $863.62      79.4003    $-761.39     stop_loss
BNB/USDT   LONG   2025-08-21   $858.44    $849.86      79.8791    $-753.77     stop_loss
BNB/USDT   LONG   2025-08-21   $850.60    $842.09      79.8092    $-746.23     stop_loss
BNB/USDT   LONG   2025-08-21   $840.97    $857.79      79.9159    $1275.92     take_profit
BNB/USDT   LONG   2025-08-22   $858.10    $875.26      79.8870    $1301.44     take_profit
BNB/USDT   LONG   2025-08-22   $879.61    $897.20      79.4921    $1327.47     take_profit
BNB/USDT   LONG   2025-08-22   $893.06    $884.13      79.8608    $-783.99     stop_loss
BNB/USDT   LONG   2025-08-23   $882.93    $874.10      79.9693    $-776.15     stop_loss
BNB/USDT   LONG   2025-08-24   $860.60    $877.81      81.2238    $1327.07     take_profit
BNB/USDT   LONG   2025-08-24   $878.69    $869.90      81.1426    $-783.76     stop_loss
BNB/USDT   LONG   2025-08-24   $866.45    $857.79      81.4660    $-775.92     stop_loss
BNB/USDT   LONG   2025-08-25   $855.87    $847.31      81.6483    $-768.16     stop_loss
BNB/USDT   LONG   2025-08-25   $837.87    $854.63      82.5683    $1313.41     take_profit
BNB/USDT   LONG   2025-08-27   $859.92    $851.32      82.0602    $-775.69     stop_loss
BNB/USDT   LONG   2025-08-28   $852.84    $869.90      81.9140    $1326.28     take_profit
BNB/USDT   LONG   2025-08-28   $869.98    $861.28      81.9062    $-783.29     stop_loss

BNB/USDT   LONG   2025-08-29   $857.20    $848.63      82.2960    $-775.46     stop_loss
BNB/USDT   LONG   2025-09-01   $840.24    $857.04      83.1176    $1325.89     take_profit
BNB/USDT   LONG   2025-09-03   $856.57    $848.00      83.1636    $-783.06     stop_loss
BNB/USDT   LONG   2025-09-05   $852.00    $869.04      82.7736    $1338.88     take_profit
BNB/USDT   LONG   2025-09-07   $879.36    $870.57      81.8022    $-790.73     stop_loss
BNB/USDT   LONG   2025-09-10   $899.36    $890.37      79.1833    $-782.82     stop_loss
BNB/USDT   LONG   2025-09-10   $888.83    $906.61      79.3201    $1338.48     take_profit
BNB/USDT   LONG   2025-09-12   $909.91    $928.11      79.0322    $1365.25     take_profit
BNB/USDT   LONG   2025-09-13   $935.67    $926.31      78.3934    $-806.30     stop_loss
BNB/USDT   LONG   2025-09-13   $922.24    $940.68      78.7397    $1378.63     take_profit
BNB/USDT   LONG   2025-09-14   $931.59    $922.27      79.5084    $-814.21     stop_loss
BNB/USDT   LONG   2025-09-15   $923.19    $913.96      79.4295    $-806.06     stop_loss
BNB/USDT   LONG   2025-09-15   $911.02    $929.24      79.6857    $1378.22     take_profit
BNB/USDT   LONG   2025-09-16   $929.73    $948.32      79.6437    $1405.79     take_profit
BNB/USDT   LONG   2025-09-16   $949.74    $968.73      79.5250    $1433.90     take_profit
BNB/USDT   LONG   2025-09-17   $967.02    $986.36      79.6660    $1462.58     take_profit
BNB/USDT   LONG   2025-09-17   $988.08    $978.20      79.5274    $-863.78     stop_loss
BNB/USDT   LONG   2025-09-19   $977.62    $997.17      79.5745    $1476.91     take_profit
BNB/USDT   LONG   2025-09-20   $997.40    $1017.35     79.5564    $1506.45     take_profit
BNB/USDT   LONG   2025-09-20   $1019.02   $1039.40     79.4258    $1536.58     take_profit

BNB/USDT   LONG   2025-09-20   $1036.22   $1056.94     79.6696    $1567.31     take_profit
BNB/USDT   LONG   2025-09-21   $1056.68   $1077.81     79.6895    $1598.66     take_profit
BNB/USDT   LONG   2025-09-21   $1059.46   $1080.65     81.0700    $1630.63     take_profit
BNB/USDT   LONG   2025-09-21   $1067.62   $1056.94     82.0594    $-963.03     stop_loss
BNB/USDT   LONG   2025-09-21   $1051.11   $1040.60     82.5149    $-953.40     stop_loss
BNB/USDT   LONG   2025-09-21   $1040.30   $1029.90     82.5386    $-943.87     stop_loss
BNB/USDT   LONG   2025-09-22   $1027.50   $1017.23     82.7311    $-934.43     stop_loss
BNB/USDT   LONG   2025-09-22   $1004.89   $1024.99     83.7466    $1597.70     take_profit
BNB/USDT   LONG   2025-09-22   $1032.55   $1022.22     83.1333    $-943.59     stop_loss
BNB/USDT   LONG   2025-09-22   $1014.99   $1004.84     83.7258    $-934.15     stop_loss
BNB/USDT   LONG   2025-09-22   $984.91    $975.06      85.4201    $-924.81     stop_loss
BNB/USDT   LONG   2025-09-23   $964.41    $983.70      86.3634    $1581.26     take_profit
BNB/USDT   LONG   2025-09-23   $977.90    $997.46      86.8755    $1612.88     take_profit
BNB/USDT   LONG   2025-09-23   $994.95    $1014.85     87.0945    $1645.14     take_profit
BNB/USDT   LONG   2025-09-23   $1003.42   $1023.49     88.0865    $1678.04     take_profit
BNB/USDT   LONG   2025-09-23   $1020.22   $1010.02     88.3687    $-991.03     stop_loss
BNB/USDT   LONG   2025-09-23   $1008.60   $998.51      88.4929    $-981.12     stop_loss
BNB/USDT   LONG   2025-09-24   $996.69    $1016.62     88.6549    $1677.54     take_profit
BNB/USDT   LONG   2025-09-24   $1010.99   $1031.21     89.1489    $1711.09     take_profit
BNB/USDT   LONG   2025-09-24   $1022.08   $1011.86     89.9452    $-1010.55    stop_loss

BNB/USDT   LONG   2025-09-24   $1017.52   $1007.34     89.4448    $-1000.45    stop_loss
BNB/USDT   LONG   2025-09-25   $1004.91   $994.86      89.6616    $-990.44     stop_loss
BNB/USDT   LONG   2025-09-25   $993.00    $983.07      89.8296    $-980.54     stop_loss
BNB/USDT   LONG   2025-09-25   $981.52    $971.70      89.9714    $-970.73     stop_loss
BNB/USDT   LONG   2025-09-25   $967.07    $957.40      90.4026    $-961.03     stop_loss
BNB/USDT   LONG   2025-09-25   $955.89    $946.33      90.5454    $-951.42     stop_loss
BNB/USDT   LONG   2025-09-25   $945.52    $936.06      90.6231    $-941.90     stop_loss
BNB/USDT   LONG   2025-09-26   $937.54    $956.29      90.4805    $1610.48     take_profit
BNB/USDT   LONG   2025-09-26   $956.81    $975.95      90.4314    $1642.69     take_profit
BNB/USDT   LONG   2025-09-27   $980.16    $970.36      90.0426    $-970.16     stop_loss
BNB/USDT   LONG   2025-09-28   $976.37    $995.90      89.4882    $1658.79     take_profit
BNB/USDT   LONG   2025-09-29   $994.59    $1014.48     89.6058    $1691.96     take_profit
BNB/USDT   LONG   2025-09-29   $1015.41   $1005.26     89.5239    $-999.26     stop_loss
BNB/USDT   LONG   2025-09-29   $1005.23   $1025.33     89.5262    $1708.54     take_profit
BNB/USDT   LONG   2025-09-29   $1027.37   $1017.10     89.3489    $-1009.05    stop_loss
BNB/USDT   LONG   2025-09-30   $1015.22   $1005.07     89.5140    $-998.96     stop_loss
BNB/USDT   LONG   2025-09-30   $1014.14   $1004.00     88.7132    $-988.97     stop_loss
BNB/USDT   LONG   2025-09-30   $993.88    $1013.76     89.6164    $1690.96     take_profit
BNB/USDT   LONG   2025-10-01   $1007.25   $1027.39     90.1954    $1724.77     take_profit
BNB/USDT   LONG   2025-10-01   $1027.54   $1017.26     90.1827    $-1018.63    stop_loss

BNB/USDT   LONG   2025-10-01   $1020.68   $1041.09     89.8809    $1741.68     take_profit
BNB/USDT   LONG   2025-10-02   $1040.46   $1061.27     89.9356    $1776.51     take_profit
BNB/USDT   LONG   2025-10-02   $1042.63   $1063.48     91.5434    $1812.04     take_profit
BNB/USDT   LONG   2025-10-02   $1062.49   $1083.74     91.6289    $1848.28     take_profit
BNB/USDT   LONG   2025-10-02   $1080.73   $1102.34     91.8841    $1885.25     take_profit
BNB/USDT   LONG   2025-10-03   $1103.15   $1092.12     91.8170    $-1113.41    stop_loss
BNB/USDT   LONG   2025-10-03   $1095.65   $1084.69     91.5211    $-1102.27    stop_loss
BNB/USDT   LONG   2025-10-03   $1085.56   $1107.27     91.4480    $1884.69     take_profit
BNB/USDT   LONG   2025-10-03   $1107.59   $1129.74     91.4217    $1922.38     take_profit
BNB/USDT   LONG   2025-10-03   $1131.68   $1120.36     91.2651    $-1135.34    stop_loss
BNB/USDT   LONG   2025-10-03   $1120.40   $1142.81     91.2621    $1941.22     take_profit
BNB/USDT   LONG   2025-10-03   $1142.42   $1165.27     91.2931    $1980.04     take_profit
BNB/USDT   LONG   2025-10-03   $1150.14   $1138.64     92.4940    $-1169.39    stop_loss
BNB/USDT   LONG   2025-10-03   $1141.43   $1164.26     92.2678    $1999.45     take_profit
BNB/USDT   LONG   2025-10-03   $1164.15   $1187.43     92.2764    $2039.44     take_profit
BNB/USDT   LONG   2025-10-03   $1173.16   $1161.43     93.3990    $-1204.47    stop_loss
BNB/USDT   LONG   2025-10-04   $1159.15   $1147.56     93.5826    $-1192.43    stop_loss
BNB/USDT   LONG   2025-10-04   $1149.17   $1137.68     93.4514    $-1180.50    stop_loss
BNB/USDT   LONG   2025-10-04   $1137.24   $1159.98     93.4874    $2018.44     take_profit
BNB/USDT   LONG   2025-10-05   $1157.10   $1180.24     93.7205    $2058.81     take_profit

BNB/USDT   LONG   2025-10-05   $1178.49   $1166.71     93.8598    $-1215.91    stop_loss
BNB/USDT   LONG   2025-10-05   $1160.25   $1148.65     94.3820    $-1203.75    stop_loss
BNB/USDT   LONG   2025-10-05   $1149.81   $1172.81     94.2866    $2058.20     take_profit
BNB/USDT   LONG   2025-10-06   $1164.55   $1187.84     94.9550    $2099.36     take_profit
BNB/USDT   LONG   2025-10-06   $1188.91   $1212.69     94.8697    $2141.35     take_profit
BNB/USDT   LONG   2025-10-06   $1210.44   $1198.34     95.0459    $-1264.66    stop_loss
BNB/USDT   LONG   2025-10-06   $1213.70   $1237.97     93.8427    $2162.33     take_profit
BNB/USDT   LONG   2025-10-06   $1222.72   $1210.49     95.0134    $-1277.05    stop_loss
BNB/USDT   LONG   2025-10-06   $1217.21   $1205.04     94.4891    $-1264.28    stop_loss
BNB/USDT   LONG   2025-10-07   $1216.09   $1240.41     93.6303    $2161.69     take_profit
BNB/USDT   LONG   2025-10-07   $1242.31   $1267.16     93.4873    $2204.92     take_profit
BNB/USDT   LONG   2025-10-07   $1269.80   $1295.20     93.2926    $2249.02     take_profit
BNB/USDT   LONG   2025-10-07   $1291.80   $1317.64     93.5379    $2294.00     take_profit
BNB/USDT   LONG   2025-10-07   $1304.19   $1330.27     94.5022    $2339.88     take_profit
BNB/USDT   LONG   2025-10-07   $1305.69   $1292.63     96.2815    $-1381.91    stop_loss
BNB/USDT   LONG   2025-10-07   $1298.94   $1285.95     95.8141    $-1368.09    stop_loss
BNB/USDT   LONG   2025-10-07   $1265.75   $1291.07     97.3432    $2339.18     take_profit
BNB/USDT   LONG   2025-10-07   $1295.28   $1282.33     97.0264    $-1381.50    stop_loss
BNB/USDT   LONG   2025-10-07   $1278.35   $1303.92     97.3283    $2362.11     take_profit
BNB/USDT   LONG   2025-10-07   $1306.40   $1332.53     97.1433    $2409.35     take_profit

BNB/USDT   LONG   2025-10-08   $1308.84   $1295.75     98.9014    $-1422.94    stop_loss
BNB/USDT   LONG   2025-10-08   $1284.60   $1271.75     99.7600    $-1408.71    stop_loss
BNB/USDT   LONG   2025-10-08   $1272.63   $1298.08     99.6913    $2408.63     take_profit
BNB/USDT   LONG   2025-10-08   $1299.52   $1325.51     99.5811    $2456.80     take_profit
BNB/USDT   LONG   2025-10-08   $1309.00   $1295.91     100.8371   $-1450.96    stop_loss
BNB/USDT   LONG   2025-10-08   $1298.54   $1285.55     100.6329   $-1436.45    stop_loss
BNB/USDT   LONG   2025-10-08   $1290.45   $1316.26     100.2511   $2456.07     take_profit
BNB/USDT   LONG   2025-10-08   $1316.58   $1303.41     100.2267   $-1450.53    stop_loss
BNB/USDT   LONG   2025-10-08   $1306.01   $1292.95     100.0274   $-1436.03    stop_loss
BNB/USDT   LONG   2025-10-09   $1259.53   $1284.72     102.6815   $2455.34     take_profit
BNB/USDT   LONG   2025-10-09   $1272.31   $1297.76     103.6831   $2504.45     take_profit
BNB/USDT   LONG   2025-10-09   $1295.73   $1282.77     103.8453   $-1479.10    stop_loss
BNB/USDT   LONG   2025-10-09   $1272.72   $1259.99     104.6655   $-1464.31    stop_loss
BNB/USDT   LONG   2025-10-09   $1249.19   $1236.70     105.5706   $-1449.67    stop_loss
BNB/USDT   LONG   2025-10-09   $1230.19   $1254.79     106.1291   $2478.66     take_profit
BNB/USDT   LONG   2025-10-09   $1251.02   $1276.04     106.4493   $2528.24     take_profit
BNB/USDT   LONG   2025-10-10   $1272.79   $1260.06     106.7211   $-1493.15    stop_loss
BNB/USDT   LONG   2025-10-10   $1256.44   $1243.88     107.0288   $-1478.22    stop_loss
BNB/USDT   LONG   2025-10-10   $1208.36   $1232.53     110.1745   $2527.48     take_profit
BNB/USDT   LONG   2025-10-10   $1231.28   $1218.97     110.2861   $-1492.71    stop_loss

BNB/USDT   LONG   2025-10-10   $1220.66   $1245.07     110.1332   $2552.25     take_profit
BNB/USDT   LONG   2025-10-10   $1235.58   $1223.22     110.9794   $-1507.33    stop_loss
BNB/USDT   LONG   2025-10-10   $880.89    $872.08      154.1085   $-1492.26    stop_loss
BNB/USDT   LONG   2025-10-10   $975.00    $994.50      137.8411   $2551.49     take_profit
BNB/USDT   LONG   2025-10-10   $1029.56   $1050.15     133.1472   $2602.52     take_profit
BNB/USDT   LONG   2025-10-10   $1092.80   $1114.66     127.9508   $2654.57     take_profit
BNB/USDT   LONG   2025-10-10   $1105.80   $1094.74     128.9756   $-1567.76    stop_loss
BNB/USDT   LONG   2025-10-10   $1070.96   $1092.38     131.8396   $2680.59     take_profit
BNB/USDT   LONG   2025-10-10   $1073.45   $1062.72     134.1645   $-1583.13    stop_loss
BNB/USDT   LONG   2025-10-10   $1083.58   $1105.25     131.5811   $2706.86     take_profit
BNB/USDT   LONG   2025-10-10   $1111.00   $1133.22     130.9003   $2760.99     take_profit
BNB/USDT   LONG   2025-10-10   $1123.50   $1112.27     132.0328   $-1630.61    stop_loss
BNB/USDT   LONG   2025-10-10   $1102.47   $1091.45     133.2059   $-1614.31    stop_loss
BNB/USDT   LONG   2025-10-11   $1085.54   $1107.25     133.9305   $2760.17     take_profit
BNB/USDT   LONG   2025-10-11   $1113.03   $1101.90     133.2351   $-1630.13    stop_loss
BNB/USDT   LONG   2025-10-11   $1089.15   $1078.26     134.7947   $-1613.83    stop_loss
BNB/USDT   LONG   2025-10-11   $1079.57   $1101.16     134.6310   $2759.35     take_profit
BNB/USDT   LONG   2025-10-11   $1106.89   $1129.03     133.9342   $2814.53     take_profit
BNB/USDT   LONG   2025-10-11   $1125.85   $1114.59     134.3123   $-1662.24    stop_loss
BNB/USDT   LONG   2025-10-11   $1111.81   $1100.69     134.6483   $-1645.61    stop_loss

BNB/USDT   LONG   2025-10-11   $1085.08   $1106.78     136.5856   $2813.70     take_profit
BNB/USDT   LONG   2025-10-11   $1105.84   $1127.96     136.7019   $2869.97     take_profit
BNB/USDT   LONG   2025-10-11   $1125.44   $1147.95     137.0076   $2927.37     take_profit
BNB/USDT   LONG   2025-10-11   $1141.33   $1164.16     137.8021   $2985.92     take_profit
BNB/USDT   LONG   2025-10-11   $1160.08   $1148.48     138.2864   $-1763.45    stop_loss
BNB/USDT   LONG   2025-10-11   $1136.64   $1125.27     139.7267   $-1745.82    stop_loss
BNB/USDT   LONG   2025-10-11   $1108.98   $1131.16     141.7797   $2985.03     take_profit
BNB/USDT   LONG   2025-10-11   $1132.57   $1121.24     141.6031   $-1762.93    stop_loss
BNB/USDT   LONG   2025-10-12   $1121.21   $1110.00     141.6074   $-1745.30    stop_loss
BNB/USDT   LONG   2025-10-12   $1111.10   $1133.32     141.4670   $2984.14     take_profit
BNB/USDT   LONG   2025-10-12   $1130.71   $1153.32     141.7938   $3043.82     take_profit
BNB/USDT   LONG   2025-10-12   $1151.65   $1174.68     141.9999   $3104.70     take_profit
BNB/USDT   LONG   2025-10-12   $1178.55   $1202.12     141.5340   $3166.79     take_profit
BNB/USDT   LONG   2025-10-12   $1203.59   $1227.66     141.3612   $3230.13     take_profit
BNB/USDT   LONG   2025-10-12   $1218.33   $1242.70     142.4440   $3294.73     take_profit
BNB/USDT   LONG   2025-10-12   $1246.69   $1234.22     141.9877   $-1945.83    stop_loss
BNB/USDT   LONG   2025-10-12   $1234.13   $1221.79     141.9984   $-1926.38    stop_loss
BNB/USDT   LONG   2025-10-12   $1221.22   $1245.64     142.0646   $3293.75     take_profit
BNB/USDT   LONG   2025-10-12   $1256.32   $1281.45     140.8574   $3359.62     take_profit
BNB/USDT   LONG   2025-10-12   $1268.24   $1293.60     142.3241   $3426.81     take_profit

BNB/USDT   LONG   2025-10-12   $1296.11   $1283.15     142.0490   $-2023.84    stop_loss
BNB/USDT   LONG   2025-10-12   $1276.37   $1301.90     142.8035   $3460.40     take_profit
BNB/USDT   LONG   2025-10-12   $1292.48   $1318.33     143.8440   $3529.61     take_profit
BNB/USDT   LONG   2025-10-12   $1303.54   $1290.50     145.4760   $-2084.55    stop_loss
BNB/USDT   LONG   2025-10-12   $1280.69   $1306.30     146.5909   $3564.20     take_profit
BNB/USDT   LONG   2025-10-13   $1307.78   $1294.70     146.4254   $-2104.98    stop_loss
BNB/USDT   LONG   2025-10-13   $1298.38   $1285.40     146.0106   $-2083.93    stop_loss
BNB/USDT   LONG   2025-10-13   $1284.94   $1310.64     146.0625   $3563.13     take_profit
BNB/USDT   LONG   2025-10-13   $1313.03   $1339.29     145.7965   $3634.40     take_profit
BNB/USDT   LONG   2025-10-13   $1320.67   $1347.08     147.8521   $3707.08     take_profit
BNB/USDT   LONG   2025-10-13   $1343.48   $1370.35     148.2487   $3781.23     take_profit
BNB/USDT   LONG   2025-10-13   $1364.20   $1350.56     148.9169   $-2233.15    stop_loss
BNB/USDT   LONG   2025-10-13   $1350.13   $1336.63     148.9641   $-2210.82    stop_loss
BNB/USDT   LONG   2025-10-13   $1323.86   $1310.62     150.4009   $-2188.71    stop_loss
BNB/USDT   LONG   2025-10-13   $1311.60   $1298.48     150.2887   $-2166.83    stop_loss
BNB/USDT   LONG   2025-10-13   $1269.99   $1295.39     153.6606   $3704.87     take_profit
BNB/USDT   LONG   2025-10-13   $1285.68   $1272.82     154.8211   $-2188.06    stop_loss
BNB/USDT   LONG   2025-10-13   $1267.62   $1254.94     155.4566   $-2166.18    stop_loss
BNB/USDT   LONG   2025-10-13   $1259.37   $1284.56     154.9102   $3703.77     take_profit
BNB/USDT   LONG   2025-10-13   $1277.02   $1264.25     155.8246   $-2187.41    stop_loss

BNB/USDT   LONG   2025-10-13   $1264.00   $1289.28     155.8554   $3740.07     take_profit
BNB/USDT   LONG   2025-10-13   $1287.81   $1313.57     156.0333   $3814.87     take_profit
BNB/USDT   LONG   2025-10-14   $1285.05   $1272.20     159.4958   $-2253.02    stop_loss
BNB/USDT   LONG   2025-10-14   $1274.11   $1261.37     159.2566   $-2230.49    stop_loss
BNB/USDT   LONG   2025-10-14   $1239.47   $1227.08     162.0703   $-2208.19    stop_loss
BNB/USDT   LONG   2025-10-14   $1192.69   $1180.76     166.7428   $-2186.11    stop_loss
BNB/USDT   LONG   2025-10-14   $1197.30   $1185.33     164.4398   $-2164.25    stop_loss
BNB/USDT   LONG   2025-10-14   $1169.44   $1192.83     166.6738   $3700.46     take_profit
BNB/USDT   LONG   2025-10-14   $1168.48   $1156.80     170.1469   $-2185.45    stop_loss
BNB/USDT   LONG   2025-10-14   $1158.50   $1146.91     169.8965   $-2163.60    stop_loss
BNB/USDT   LONG   2025-10-14   $1144.05   $1166.93     170.3220   $3699.36     take_profit
BNB/USDT   LONG   2025-10-14   $1159.11   $1182.29     171.4712   $3773.34     take_profit
BNB/USDT   LONG   2025-10-14   $1180.05   $1203.65     171.7970   $3848.81     take_profit
BNB/USDT   LONG   2025-10-14   $1205.91   $1230.03     171.4752   $3925.79     take_profit
BNB/USDT   LONG   2025-10-14   $1221.17   $1208.96     172.7191   $-2318.53    stop_loss
BNB/USDT   LONG   2025-10-14   $1209.41   $1197.32     172.6546   $-2295.35    stop_loss
BNB/USDT   LONG   2025-10-14   $1195.01   $1218.91     172.9877   $3924.62     take_profit
BNB/USDT   LONG   2025-10-14   $1214.02   $1201.88     173.6845   $-2317.84    stop_loss
BNB/USDT   LONG   2025-10-15   $1200.76   $1188.75     173.8465   $-2294.66    stop_loss
BNB/USDT   LONG   2025-10-15   $1190.78   $1178.87     173.5505   $-2271.71    stop_loss

BNB/USDT   LONG   2025-10-15   $1177.39   $1200.94     173.7690   $3884.21     take_profit
BNB/USDT   LONG   2025-10-15   $1207.56   $1195.48     172.8160   $-2293.98    stop_loss
BNB/USDT   LONG   2025-10-15   $1186.09   $1174.23     174.1848   $-2271.04    stop_loss
BNB/USDT   LONG   2025-10-15   $1176.31   $1164.55     173.8767   $-2248.33    stop_loss
BNB/USDT   LONG   2025-10-15   $1162.24   $1185.48     174.2218   $3844.23     take_profit
BNB/USDT   LONG   2025-10-15   $1162.53   $1150.90     177.6619   $-2270.36    stop_loss
BNB/USDT   LONG   2025-10-15   $1152.39   $1175.44     177.4329   $3881.90     take_profit
BNB/USDT   LONG   2025-10-16   $1178.46   $1166.68     176.9779   $-2292.61    stop_loss
BNB/USDT   LONG   2025-10-16   $1166.25   $1154.59     177.0424   $-2269.68    stop_loss
BNB/USDT   LONG   2025-10-16   $1125.97   $1148.49     181.5421   $3880.74     take_profit
BNB/USDT   LONG   2025-10-16   $1148.57   $1137.08     181.5294   $-2291.93    stop_loss
BNB/USDT   LONG   2025-10-16   $1139.14   $1161.92     181.2018   $3918.77     take_profit
BNB/USDT   LONG   2025-10-17   $1146.90   $1135.43     183.5753   $-2314.39    stop_loss
BNB/USDT   LONG   2025-10-17   $1128.96   $1117.67     184.6275   $-2291.24    stop_loss
BNB/USDT   LONG   2025-10-17   $1095.90   $1084.94     188.2952   $-2268.33    stop_loss
BNB/USDT   LONG   2025-10-17   $1079.72   $1068.92     189.2057   $-2245.65    stop_loss
BNB/USDT   LONG   2025-10-17   $1066.74   $1056.07     189.5929   $-2223.19    stop_loss
BNB/USDT   LONG   2025-10-17   $1042.66   $1032.23     192.0317   $-2200.96    stop_loss
BNB/USDT   LONG   2025-10-17   $1022.82   $1043.28     193.7991   $3763.24     take_profit
BNB/USDT   LONG   2025-10-17   $1042.60   $1032.17     193.9248   $-2222.53    stop_loss

BNB/USDT   LONG   2025-10-17   $1032.09   $1052.73     193.9406   $3800.12     take_profit
BNB/USDT   LONG   2025-10-17   $1059.59   $1048.99     192.6853   $-2244.31    stop_loss
BNB/USDT   LONG   2025-10-17   $1050.05   $1071.05     192.4916   $3837.36     take_profit
BNB/USDT   LONG   2025-10-17   $1074.01   $1063.27     191.9612   $-2266.30    stop_loss
BNB/USDT   LONG   2025-10-17   $1070.63   $1092.04     190.6416   $3874.96     take_profit
BNB/USDT   LONG   2025-10-18   $1088.17   $1109.93     191.3200   $3952.46     take_profit
BNB/USDT   LONG   2025-10-18   $1107.84   $1130.00     191.6816   $4031.51     take_profit
BNB/USDT   LONG   2025-10-18   $1122.76   $1111.53     192.9171   $-2380.97    stop_loss
BNB/USDT   LONG   2025-10-18   $1109.48   $1098.39     193.2739   $-2357.16    stop_loss
BNB/USDT   LONG   2025-10-18   $1101.99   $1090.97     192.6417   $-2333.59    stop_loss
